Gene ID	Gene name	ADPSBQ_Pval	ADPSBQ_logFC	ADPSBQ_qvalue	ADPVSC_Pval	ADPVSC_logFC	ADPVSC_qvalue	ADRNLG_Pval	ADRNLG_logFC	ADRNLG_qvalue	ARTAORT_Pval	ARTAORT_logFC	ARTAORT_qvalue	ARTCRN_Pval	ARTCRN_logFC	ARTCRN_qvalue	ARTTBL_Pval	ARTTBL_logFC	ARTTBL_qvalue	BRNCTXA_Pval	BRNCTXA_logFC	BRNCTXA_qvalue	CLNSGM_Pval	CLNSGM_logFC	CLNSGM_qvalue	CLNTRN_Pval	CLNTRN_logFC	CLNTRN_qvalue	ESPGEJ_Pval	ESPGEJ_logFC	ESPGEJ_qvalue	ESPMCS_Pval	ESPMCS_logFC	ESPMCS_qvalue	ESPMSL_Pval	ESPMSL_logFC	ESPMSL_qvalue	FIBRBLS_Pval	FIBRBLS_logFC	FIBRBLS_qvalue	HRTAA_Pval	HRTAA_logFC	HRTAA_qvalue	HRTLV_Pval	HRTLV_logFC	HRTLV_qvalue	LCL_Pval	LCL_logFC	LCL_qvalue	LIVER_Pval	LIVER_logFC	LIVER_qvalue	LUNG_Pval	LUNG_logFC	LUNG_qvalue	MSCLSK_Pval	MSCLSK_logFC	MSCLSK_qvalue	NERVET_Pval	NERVET_logFC	NERVET_qvalue	PNCREAS_Pval	PNCREAS_logFC	PNCREAS_qvalue	PTTARY_Pval	PTTARY_logFC	PTTARY_qvalue	SKINNS_Pval	SKINNS_logFC	SKINNS_qvalue	SKINS_Pval	SKINS_logFC	SKINS_qvalue	SMINTI_Pval	SMINTI_logFC	SMINTI_qvalue	SPLEEN_Pval	SPLEEN_logFC	SPLEEN_qvalue	STMACH_Pval	STMACH_logFC	STMACH_qvalue	THYROID_Pval	THYROID_logFC	THYROID_qvalue	WHLBLD_Pval	WHLBLD_logFC	WHLBLD_qvalue	category	region
ENSG00000068354.11	TBC1D25	4.65E-01	-0.012132019	3.51E-01	2.92E-01	0.03255395	3.92E-01	6.18E-01	0.017294848	7.71E-01	5.45E-01	0.01221914	5.10E-01	1.03E-01	-0.051360579	3.39E-01	2.23E-01	0.020875098	3.58E-01	8.38E-01	0.006456694	5.98E-01	2.96E-01	-0.033463965	9.72E-01	4.61E-02	-0.051666833	6.12E-01	1.53E-01	-0.046424792	5.91E-01	9.45E-01	-0.001446927	7.59E-01	6.37E-01	-0.009045587	7.53E-01	9.81E-01	0.00042514	5.80E-01	1.42E-01	-0.039800138	3.09E-01	8.72E-01	0.004543569	4.89E-01	7.92E-01	-0.010888645	8.72E-01	3.93E-01	-0.046481038	6.50E-01	9.74E-02	-0.035200869	4.58E-01	4.00E-04	-0.088444418	1.81E-03	1.77E-01	-0.021183675	3.84E-01	1.93E-01	0.040501006	3.99E-01	1.46E-01	0.059771632	3.73E-01	1.47E-01	-0.035112385	2.75E-01	8.80E-01	0.002752027	5.02E-01	2.74E-02	-0.11181029	4.91E-01	2.29E-01	-0.03835992	3.32E-01	1.96E-01	-0.041605334	4.52E-01	5.13E-01	0.011836524	4.98E-01	1.60E-01	0.036672924	3.40E-01	Inactive	nonPAR
ENSG00000068366.15	ACSL4	1.22E-01	-0.059253673	1.52E-01	1.10E-01	-0.096301427	2.48E-01	1.29E-01	-0.080448451	5.50E-01	4.43E-01	0.022460826	4.67E-01	1.62E-03	0.159713097	6.22E-02	7.16E-02	-0.037087424	2.02E-01	1.23E-01	-0.083639374	2.54E-01	8.36E-01	0.009262713	9.96E-01	2.77E-01	0.046927789	8.09E-01	4.50E-01	0.040127181	7.44E-01	7.81E-01	-0.011056615	7.21E-01	1.08E-01	0.046086468	4.89E-01	9.63E-01	-0.00099895	5.76E-01	2.97E-01	-0.045222519	4.23E-01	4.28E-02	0.087143333	8.15E-02	6.21E-01	-0.022834871	8.51E-01	2.87E-03	0.869165305	1.12E-01	2.24E-01	-0.047005714	5.78E-01	1.24E-03	0.219283719	4.47E-03	2.01E-01	-0.026087676	4.04E-01	8.46E-02	0.063200622	2.79E-01	5.14E-01	-0.042761096	5.97E-01	3.11E-01	0.041922445	3.97E-01	4.68E-01	0.022369062	3.58E-01	3.71E-01	0.063254967	7.61E-01	3.51E-01	0.040890222	4.05E-01	9.73E-01	-0.001581996	7.58E-01	8.14E-04	0.074001337	1.48E-02	6.89E-01	-0.013827651	6.23E-01	Inactive	nonPAR
ENSG00000068394.9	GPKOW	6.56E-01	-0.006610179	4.27E-01	3.00E-01	-0.025182484	3.97E-01	1.39E-01	-0.039535295	5.61E-01	1.90E-01	-0.023432058	3.13E-01	1.60E-02	-0.071120515	1.58E-01	7.70E-02	-0.028287627	2.09E-01	9.47E-02	-0.061375776	2.23E-01	6.82E-01	-0.012212192	9.93E-01	2.19E-01	-0.031566331	7.84E-01	9.91E-01	0.000315655	8.48E-01	4.24E-01	-0.016988272	6.03E-01	5.62E-03	-0.051923909	1.72E-01	5.75E-03	-0.048858682	2.79E-02	3.05E-01	-0.029337208	4.26E-01	1.46E-01	-0.034690117	1.78E-01	8.52E-01	-0.005630217	8.77E-01	2.01E-01	-0.06201445	5.46E-01	1.92E-01	-0.024005745	5.54E-01	4.85E-01	0.012512027	3.40E-01	9.98E-01	3.99E-05	7.19E-01	4.03E-02	-0.056650927	1.99E-01	7.70E-01	-0.016062686	6.79E-01	7.29E-01	0.007902986	5.82E-01	7.74E-01	0.004373696	4.70E-01	2.08E-01	-0.051121653	6.99E-01	3.33E-01	-0.02940274	3.96E-01	9.52E-01	-0.001667311	7.53E-01	3.49E-03	-0.046304122	3.60E-02	7.72E-01	-0.005865619	6.50E-01	Inactive	nonPAR
ENSG00000068400.9	GRIPAP1	6.72E-02	-0.029331617	1.03E-01	1.06E-02	-0.062249669	7.98E-02	2.59E-01	-0.026621337	6.54E-01	6.99E-03	-0.04840716	5.33E-02	1.41E-02	-0.072661618	1.50E-01	3.30E-01	-0.017485492	4.32E-01	2.40E-03	-0.078920343	3.83E-02	6.83E-04	-0.081022385	1.84E-01	1.95E-02	-0.048150636	5.42E-01	2.98E-03	-0.062480642	2.04E-01	5.74E-02	-0.029361777	2.86E-01	8.40E-04	-0.052255079	6.65E-02	4.85E-06	-0.074361051	1.55E-04	6.91E-01	0.009829049	5.89E-01	3.63E-02	0.042524338	7.32E-02	4.79E-01	-0.017404832	8.23E-01	4.09E-01	-0.032217599	6.56E-01	2.30E-01	-0.021244237	5.84E-01	4.96E-01	-0.012266412	3.45E-01	6.71E-03	-0.038037236	7.86E-02	6.75E-01	0.008148556	6.51E-01	7.06E-02	0.058463443	2.72E-01	8.96E-02	-0.031884724	2.11E-01	6.39E-01	-0.007283497	4.25E-01	9.79E-02	-0.057039816	6.11E-01	6.64E-04	-0.093487834	1.72E-02	8.91E-02	-0.047288384	3.35E-01	7.30E-01	0.004618421	5.77E-01	8.02E-01	-0.004897285	6.57E-01	Inactive	nonPAR
ENSG00000068438.10	FTSJ1	3.83E-01	0.012070062	3.13E-01	6.27E-04	0.086747435	1.92E-02	9.82E-01	-0.000730585	8.38E-01	6.65E-01	0.007943171	5.49E-01	5.56E-01	-0.017269962	6.25E-01	3.22E-01	0.016436921	4.27E-01	5.33E-01	0.020848329	4.98E-01	9.61E-01	0.001114162	1.00E+00	9.02E-01	0.003188322	9.04E-01	7.15E-02	0.049243184	5.07E-01	9.99E-01	-3.79E-05	7.67E-01	3.16E-01	-0.017594055	6.50E-01	3.61E-01	-0.017614592	3.53E-01	7.93E-01	0.006851104	6.22E-01	8.78E-02	0.038289063	1.29E-01	7.25E-01	-0.009972037	8.64E-01	8.14E-01	0.013196138	7.76E-01	7.29E-02	0.030394804	4.25E-01	1.67E-04	-0.064419495	9.05E-04	4.15E-01	0.011664337	5.38E-01	6.16E-02	-0.059237658	2.40E-01	5.84E-04	0.149855526	2.32E-02	1.57E-01	0.032486241	2.84E-01	2.69E-01	0.017342098	2.59E-01	7.28E-03	-0.121171032	3.68E-01	2.60E-02	0.069142034	1.17E-01	8.40E-01	0.006470579	7.30E-01	2.68E-02	-0.038052612	1.13E-01	1.67E-01	-0.027692554	3.47E-01	Inactive	nonPAR
ENSG00000068985.4	PAGE1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	nonPAR
ENSG00000069509.5	FUNDC1	5.81E-02	0.04011552	9.32E-02	3.98E-04	0.100693951	1.57E-02	2.28E-02	0.07565396	3.39E-01	7.19E-09	0.140446589	1.01E-06	2.89E-03	0.104285638	7.80E-02	3.16E-01	0.021771561	4.23E-01	5.56E-01	-0.019733081	5.07E-01	2.69E-02	0.092294834	7.94E-01	4.67E-07	0.179156343	1.77E-04	4.36E-03	0.101883682	2.27E-01	2.37E-06	0.108761365	6.12E-04	4.65E-06	0.120181795	8.87E-04	2.49E-08	0.105981922	2.01E-06	7.18E-04	0.093877562	2.04E-02	5.60E-01	0.015579619	3.90E-01	1.28E-10	0.274053865	9.30E-08	7.91E-01	0.019385665	7.71E-01	3.86E-02	0.051985987	3.41E-01	3.08E-01	0.026541078	2.54E-01	6.08E-09	0.13870805	1.00E-06	4.98E-10	0.233683199	2.29E-07	7.80E-01	-0.01382369	6.82E-01	2.07E-01	0.037029657	3.26E-01	1.87E-03	0.067855047	8.56E-03	1.01E-02	0.158846355	4.02E-01	9.60E-07	0.204780712	2.14E-04	3.70E-13	0.325206452	2.31E-10	2.36E-16	0.175330988	7.86E-14	4.11E-08	0.198071291	1.13E-05	Escape	nonPAR
ENSG00000069535.12	MAOB	2.13E-03	0.170212446	8.35E-03	4.83E-01	0.05371784	4.90E-01	5.78E-01	0.031803638	7.63E-01	7.37E-03	0.134408971	5.51E-02	1.17E-01	-0.118234641	3.54E-01	8.06E-02	0.069943597	2.15E-01	5.64E-01	0.038475448	5.10E-01	1.16E-01	0.132075142	9.42E-01	8.59E-01	0.013332414	9.01E-01	9.55E-01	0.003424232	8.44E-01	7.90E-01	0.015677174	7.24E-01	1.64E-01	0.054259545	5.53E-01	5.18E-03	0.295732622	2.61E-02	9.66E-01	0.001772391	6.64E-01	8.77E-01	0.0052391	4.91E-01	NA	NA	NA	8.59E-01	0.009587002	7.84E-01	4.18E-01	0.038578206	6.77E-01	5.86E-04	0.181206701	2.46E-03	9.95E-01	0.000209292	7.18E-01	8.83E-02	-0.084368876	2.83E-01	5.56E-02	0.130619165	2.44E-01	2.83E-02	0.160803594	1.10E-01	4.51E-01	0.039949618	3.50E-01	3.04E-01	0.10216054	7.38E-01	2.90E-02	0.208875769	1.23E-01	2.06E-04	0.348000992	1.93E-02	3.08E-01	-0.047699527	3.98E-01	3.14E-01	0.095510276	4.56E-01	Inactive	nonPAR
ENSG00000071553.12	ATP6AP1	8.20E-01	-0.004310261	4.82E-01	9.09E-01	-0.002527873	6.34E-01	3.60E-01	0.026299252	6.94E-01	1.21E-01	0.039067312	2.52E-01	8.05E-02	-0.072270569	3.09E-01	1.21E-03	0.057114256	1.66E-02	1.90E-02	-0.082053422	1.03E-01	5.10E-01	-0.014380444	9.79E-01	8.81E-01	0.003744061	9.01E-01	3.55E-01	-0.022669868	7.03E-01	8.17E-01	0.004450185	7.29E-01	5.29E-01	-0.010850165	7.26E-01	2.62E-02	0.044900528	7.38E-02	1.69E-03	0.081409567	3.43E-02	3.01E-04	0.091204926	2.58E-03	2.46E-01	0.04051462	7.50E-01	8.84E-01	0.005246501	7.90E-01	9.72E-01	0.000700372	8.10E-01	7.46E-02	0.031758779	9.61E-02	8.84E-02	0.024056499	2.85E-01	3.96E-01	-0.021471078	5.36E-01	5.37E-01	-0.023938057	6.06E-01	5.33E-01	-0.014273662	5.11E-01	5.68E-01	0.009026668	3.99E-01	6.11E-01	-0.021573306	8.27E-01	9.63E-02	-0.043987142	2.21E-01	3.03E-02	0.05574688	2.18E-01	1.74E-03	-0.044464633	2.39E-02	1.29E-01	-0.032409304	3.07E-01	Inactive	nonPAR
ENSG00000071859.10	FAM50A	3.57E-06	-0.108070362	4.82E-05	1.17E-01	-0.046444171	2.55E-01	8.23E-01	0.007253364	8.14E-01	6.70E-01	-0.009684346	5.51E-01	5.42E-02	-0.064881463	2.62E-01	2.45E-02	0.048226633	1.11E-01	3.64E-01	-0.030633346	4.22E-01	7.25E-01	-0.013076819	9.96E-01	3.19E-01	-0.033319271	8.28E-01	6.78E-01	0.016577972	8.01E-01	7.93E-01	-0.006820385	7.25E-01	4.49E-01	-0.019552062	7.05E-01	5.04E-01	0.015058348	4.22E-01	1.08E-01	0.045342956	2.72E-01	9.18E-01	-0.002764837	5.02E-01	7.28E-01	0.01322389	8.65E-01	3.05E-01	0.055943355	6.10E-01	1.19E-01	0.032415243	4.87E-01	1.55E-03	-0.06038827	5.33E-03	7.71E-01	-0.005172344	6.65E-01	4.09E-01	0.026200068	5.44E-01	7.01E-02	0.079240932	2.71E-01	8.04E-02	0.049556332	1.98E-01	7.57E-02	0.036349907	1.15E-01	6.22E-01	-0.023747825	8.27E-01	5.54E-03	-0.113794756	5.26E-02	4.52E-01	-0.026394673	6.11E-01	1.08E-01	0.032259478	2.39E-01	1.68E-01	-0.030835554	3.48E-01	Inactive	nonPAR
ENSG00000071889.12	FAM3A	1.48E-02	0.052795143	3.58E-02	3.16E-01	0.033579818	4.06E-01	2.93E-01	0.037216221	6.73E-01	3.55E-01	0.025794339	4.27E-01	6.89E-01	-0.015106088	6.70E-01	8.37E-02	0.036377826	2.20E-01	1.08E-01	0.052247666	2.37E-01	5.91E-01	-0.021269885	9.85E-01	6.64E-01	0.013105021	8.80E-01	5.05E-01	0.022214137	7.59E-01	7.60E-01	0.006402488	7.15E-01	3.79E-01	-0.021720584	6.74E-01	1.03E-01	0.049642591	1.70E-01	2.61E-01	0.032975925	4.01E-01	6.70E-01	-0.011889816	4.30E-01	6.74E-01	-0.012173976	8.57E-01	6.21E-01	0.025100751	7.31E-01	5.19E-01	-0.0152584	7.15E-01	9.04E-01	0.002376182	4.87E-01	3.21E-01	-0.017536115	4.87E-01	3.66E-01	0.03000488	5.19E-01	9.45E-01	-0.002516912	7.23E-01	1.34E-02	-0.057998088	7.24E-02	4.59E-01	-0.012765329	3.54E-01	1.31E-01	-0.077002108	6.38E-01	7.86E-01	-0.009477539	5.77E-01	2.04E-01	-0.041586396	4.60E-01	8.93E-01	-0.002591124	6.23E-01	2.14E-01	-0.033807206	3.87E-01	Inactive	nonPAR
ENSG00000072133.6	RPS6KA6	3.46E-01	-0.078234159	2.94E-01	4.27E-01	0.071853382	4.66E-01	7.32E-01	0.018611706	7.98E-01	4.78E-01	0.040050596	4.83E-01	6.40E-01	-0.042601886	6.53E-01	4.25E-01	-0.02790519	4.85E-01	6.53E-01	-0.034876097	5.43E-01	1.53E-01	0.131285772	9.50E-01	6.16E-01	-0.031367131	8.74E-01	9.35E-01	0.006221266	8.41E-01	7.93E-01	0.015003582	7.25E-01	7.26E-01	-0.018130035	7.76E-01	3.62E-02	0.106420862	9.02E-02	6.24E-01	-0.040177749	5.67E-01	NA	NA	NA	4.00E-02	0.886637211	5.32E-01	2.23E-01	-0.235442714	5.57E-01	3.85E-01	-0.061285483	6.67E-01	NA	NA	NA	4.76E-01	-0.040660194	5.66E-01	7.03E-01	-0.028275803	6.63E-01	8.42E-01	0.012072974	6.98E-01	6.48E-01	0.028348354	5.55E-01	3.67E-02	-0.082414244	7.09E-02	1.42E-01	0.170795343	6.51E-01	NA	NA	NA	3.60E-01	0.068599693	5.70E-01	4.93E-01	-0.018312985	4.90E-01	NA	NA	NA	Inactive	nonPAR
ENSG00000072315.3	TRPC5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.06E-05	-0.487518518	5.46E-03	NA	NA	NA	NA	NA	NA	6.32E-01	0.096575204	7.92E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.11E-02	-0.383542763	3.13E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Variable	nonPAR
ENSG00000072501.13	SMC1A	1.29E-29	0.208585814	4.67E-27	5.82E-16	0.25091348	3.89E-13	1.37E-18	0.337723716	1.32E-15	6.36E-22	0.217996165	2.99E-19	3.27E-08	0.164856447	1.51E-05	8.07E-29	0.221359239	3.95E-26	3.94E-02	0.084134763	1.46E-01	1.41E-10	0.234755415	1.12E-07	2.55E-21	0.291035777	2.44E-18	6.86E-08	0.179443024	4.01E-05	1.64E-34	0.282412945	1.27E-31	6.09E-20	0.207564545	4.37E-17	1.38E-44	0.364693083	7.88E-42	3.92E-13	0.215364168	2.76E-10	4.97E-23	0.311431505	2.61E-20	3.16E-19	0.45496953	2.64E-16	7.11E-11	0.329234437	6.21E-08	1.28E-36	0.290642514	1.29E-33	1.45E-14	0.179791541	1.26E-12	2.55E-36	0.247592051	1.36E-33	1.56E-17	0.226274084	1.03E-14	1.86E-10	0.259273818	2.00E-07	4.15E-23	0.241775246	3.04E-20	4.67E-27	0.227271161	1.51E-24	4.22E-12	0.440658095	4.48E-09	5.94E-24	0.382308761	7.03E-21	4.08E-16	0.264279478	3.73E-13	1.26E-49	0.269373201	1.01E-46	2.91E-37	0.351770298	2.25E-34	Escape	nonPAR
ENSG00000072506.8	HSD17B10	4.14E-02	0.043757747	7.34E-02	3.08E-05	0.147475438	3.33E-03	2.47E-01	-0.042261744	6.47E-01	6.06E-02	0.036018164	1.77E-01	6.58E-01	-0.017969384	6.59E-01	1.16E-02	0.045720621	7.06E-02	4.82E-01	-0.037287411	4.77E-01	8.73E-01	0.004827988	9.98E-01	1.48E-01	0.050246042	7.41E-01	6.33E-01	0.015501513	7.92E-01	7.59E-01	0.007759509	7.15E-01	2.23E-01	-0.028375109	5.97E-01	6.30E-01	-0.0100206	4.76E-01	1.80E-02	0.066462977	1.21E-01	5.85E-02	0.05037063	9.99E-02	6.87E-02	0.087580401	6.08E-01	6.62E-01	-0.020937403	7.43E-01	8.06E-01	0.005748522	7.82E-01	9.51E-01	-0.001437661	4.99E-01	1.57E-02	0.044524433	1.21E-01	3.91E-01	-0.029682345	5.32E-01	9.03E-01	0.006559338	7.13E-01	3.48E-01	0.02962902	4.19E-01	5.04E-04	-0.072438167	3.28E-03	6.57E-01	0.029542031	8.36E-01	2.50E-03	0.108753965	3.46E-02	2.56E-01	0.042929319	5.04E-01	1.02E-01	0.027720833	2.32E-01	3.51E-01	0.021441466	4.80E-01	Inactive	nonPAR
ENSG00000073009.8	IKBKG	7.58E-02	-0.034989426	1.11E-01	6.92E-01	-0.011154919	5.72E-01	5.61E-02	-0.065756996	4.29E-01	1.31E-02	-0.063329308	7.69E-02	9.26E-02	-0.062457488	3.27E-01	1.05E-01	-0.034481296	2.47E-01	3.11E-01	0.041169403	3.94E-01	4.83E-01	-0.023710232	9.79E-01	7.42E-01	-0.010191173	8.89E-01	1.49E-01	-0.052141124	5.89E-01	1.75E-02	-0.056540868	1.85E-01	5.63E-02	-0.046265757	4.05E-01	3.02E-02	-0.045025841	8.03E-02	1.86E-02	-0.069699109	1.23E-01	1.88E-01	-0.036528086	2.08E-01	4.93E-02	-0.059151887	5.58E-01	9.93E-02	0.173223045	4.43E-01	4.21E-01	-0.022630258	6.78E-01	3.13E-02	0.046619814	5.14E-02	1.68E-02	-0.050362423	1.25E-01	3.79E-01	-0.035232127	5.26E-01	4.78E-01	0.047100098	5.82E-01	4.19E-02	-0.060957466	1.38E-01	2.04E-01	0.025778245	2.19E-01	1.11E-01	-0.093719032	6.22E-01	5.35E-03	-0.120463882	5.17E-02	4.42E-01	-0.027630598	6.06E-01	6.08E-01	0.01160136	5.35E-01	2.30E-01	-0.02924536	3.99E-01	Escape	nonPAR
ENSG00000073464.7	CLCN4	4.36E-01	0.040908549	3.38E-01	3.61E-03	-0.214940494	4.59E-02	1.85E-01	0.100176998	6.05E-01	9.16E-11	0.313909525	1.96E-08	6.95E-03	0.217211144	1.13E-01	7.36E-01	0.016852857	6.09E-01	9.05E-04	-0.125601889	2.66E-02	2.00E-01	-0.132479542	9.72E-01	9.31E-01	-0.007021111	9.07E-01	3.58E-04	-0.276340871	5.11E-02	2.51E-01	-0.100041231	5.05E-01	2.73E-01	0.092849166	6.28E-01	4.20E-01	-0.065105116	3.83E-01	2.95E-01	-0.047453646	4.22E-01	4.42E-01	-0.023939006	3.42E-01	9.33E-02	0.614988167	6.37E-01	3.30E-01	-0.087918122	6.23E-01	3.28E-01	0.046153343	6.38E-01	1.52E-21	-0.481562025	3.42E-19	4.79E-02	-0.089194612	2.12E-01	1.34E-01	0.081265868	3.39E-01	4.57E-03	-0.130457089	7.46E-02	9.81E-01	0.002480921	6.52E-01	9.89E-02	0.150823373	1.38E-01	4.02E-02	-0.22369473	5.14E-01	8.66E-01	-0.013857616	5.99E-01	6.29E-01	0.038624325	6.77E-01	5.10E-01	-0.020525556	4.97E-01	2.75E-02	-0.178481054	1.44E-01	Inactive	nonPAR
ENSG00000076716.7	GPC4	2.28E-03	-0.157228129	8.81E-03	5.14E-02	-0.13778817	1.70E-01	3.10E-01	0.148035138	6.78E-01	5.20E-01	-0.02185291	5.01E-01	4.69E-01	-0.041829991	5.94E-01	6.62E-02	0.058326334	1.93E-01	1.53E-02	-0.153759011	9.16E-02	2.43E-01	0.051309599	9.72E-01	4.35E-01	0.031457932	8.52E-01	3.08E-01	-0.04376758	6.84E-01	7.54E-03	0.085978133	1.31E-01	2.45E-01	0.040761214	6.13E-01	7.90E-02	-0.167202274	1.45E-01	1.77E-01	0.138317792	3.38E-01	3.07E-05	-0.378607285	4.36E-04	4.36E-01	0.431229386	8.12E-01	5.23E-01	-0.063916799	6.99E-01	5.28E-01	-0.023736432	7.17E-01	7.01E-02	-0.073028762	9.18E-02	1.33E-01	0.052506163	3.43E-01	2.51E-01	0.037423223	4.46E-01	7.17E-01	-0.041762531	6.64E-01	8.95E-01	-0.007324301	6.32E-01	5.89E-01	-0.02114764	4.07E-01	1.51E-01	0.118151057	6.59E-01	4.17E-02	-0.160729727	1.48E-01	3.51E-01	0.043587394	5.66E-01	6.50E-01	-0.016269693	5.49E-01	NA	NA	NA	Inactive	nonPAR
ENSG00000076770.10	MBNL3	2.49E-09	-0.219698094	9.10E-08	1.86E-01	-0.065489324	3.19E-01	2.48E-01	0.116343936	6.48E-01	5.47E-01	0.026980589	5.11E-01	3.41E-02	-0.145828021	2.15E-01	1.42E-01	-0.070150071	2.89E-01	4.60E-01	0.072891263	4.67E-01	1.18E-01	-0.110682691	9.43E-01	6.17E-02	0.084133191	6.47E-01	8.06E-01	0.020298525	8.21E-01	1.54E-03	0.071661941	5.96E-02	9.21E-01	-0.005473743	8.08E-01	1.84E-06	-0.197195882	7.10E-05	1.28E-13	-0.747764964	9.71E-11	5.50E-33	-1.891004009	5.06E-30	5.07E-01	-0.04714571	8.31E-01	4.14E-01	-0.05752258	6.58E-01	6.66E-01	-0.01128185	7.52E-01	2.91E-01	0.046820425	2.44E-01	5.20E-04	-0.113812007	1.74E-02	2.55E-01	-0.042525967	4.48E-01	5.59E-01	0.040785914	6.14E-01	7.81E-01	0.011783226	5.98E-01	5.99E-03	-0.083465748	2.01E-02	4.40E-01	0.058142828	7.80E-01	9.07E-01	-0.004448232	6.10E-01	6.70E-01	0.030573198	6.89E-01	3.10E-03	-0.074765002	3.36E-02	8.72E-01	-0.007286626	6.78E-01	Inactive	nonPAR
ENSG00000077264.10	PAK3	1.25E-01	-0.079633438	1.54E-01	2.40E-01	-0.102963601	3.57E-01	7.18E-01	0.031950395	7.94E-01	6.30E-02	0.090320348	1.81E-01	2.37E-02	0.214294473	1.86E-01	6.76E-01	0.019606338	5.88E-01	4.91E-02	-0.098916218	1.63E-01	1.01E-01	-0.120743719	9.31E-01	2.20E-01	-0.099990091	7.85E-01	2.70E-01	-0.094328943	6.70E-01	1.45E-01	-0.133382264	4.09E-01	3.98E-03	0.186465336	1.50E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.42E-02	0.122334556	3.90E-01	NA	NA	NA	2.68E-01	-0.03199501	4.54E-01	4.41E-01	0.028312162	5.59E-01	6.90E-01	0.026674993	6.58E-01	8.16E-01	0.016766532	6.09E-01	6.71E-04	0.18190618	4.03E-03	8.68E-01	-0.020764511	8.68E-01	8.84E-01	-0.012133645	6.04E-01	6.52E-01	0.038172541	6.83E-01	5.54E-01	0.024628831	5.15E-01	NA	NA	NA	Inactive	nonPAR
ENSG00000077274.7	CAPN6	6.77E-04	-0.525058025	3.49E-03	9.48E-01	-0.009096841	6.44E-01	NA	NA	NA	5.25E-04	0.406929802	9.58E-03	2.14E-01	0.356631112	4.45E-01	1.90E-02	0.295259007	9.52E-02	NA	NA	NA	8.81E-01	-0.020933746	9.98E-01	6.02E-01	-0.074495459	8.71E-01	5.27E-01	-0.093742009	7.66E-01	1.83E-03	-0.378033969	6.62E-02	5.52E-01	-0.061714982	7.32E-01	NA	NA	NA	NA	NA	NA	2.41E-02	0.567279033	5.62E-02	NA	NA	NA	7.02E-01	0.078236052	7.51E-01	2.82E-01	-0.176963749	6.13E-01	6.11E-02	-0.158650006	8.33E-02	8.19E-02	0.12366148	2.75E-01	3.70E-01	-0.066136583	5.22E-01	8.15E-02	0.56380194	2.92E-01	2.02E-02	0.297767011	9.17E-02	1.25E-05	0.379977956	2.02E-04	4.22E-01	-0.176371373	7.75E-01	4.75E-01	-0.188886927	4.65E-01	8.10E-01	0.030183869	7.23E-01	7.17E-02	-0.195702457	1.93E-01	NA	NA	NA	Inactive	nonPAR
ENSG00000077279.12	DCX	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.03E-01	-0.084343128	2.31E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.13E-01	-0.236512895	3.34E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Inactive	nonPAR
